unitid,unitname,timeperiod,mealname,fcst_custcount,served_custcount,sold_custcount,srvcrsname,itemname,fcst_prtnsize,served_prtnsize,sold_prtnsize,itemuofm1_intid,fcst_prtncount,itemuofm2_intid,served_prtncount,itemuofm3_intid,sold_prtncount,fcst_price,served_price,sold_price,eventdate,item_intid,eventlist_intid,itemxa_intid,itemevent_intid,itemgroup,groupseq,source,sortorder1,servicecourse_intid,day_fcstcount,total_fcstcount,day_servedcount,total_servedcount,day_soldcount,total_soldcount,serving_utensil,serving_pan,codesort,tempcoursecount,srvcoursecount,courseselect,F44
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Wake Up Panini,Sandwich,Sandwich,Sandwich,58235,0,58235,0,58235,0,0.67,0.67,0.67,7/29/2012 0:00,11516,11444383,27849,151307,,,,35.59,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich The Iowan (Spencer Grill),Sandwich,Sandwich,Sandwich,48248,0,48248,0,48248,0,1.14,1.14,1.14,7/29/2012 0:00,9107,11444384,22321,151307,,,,38.95,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Uniquely Vegan (Spencer),Sandwich,Sandwich,Sandwich,58247,0,58247,0,58247,0,0.87,0.87,0.87,7/29/2012 0:00,11521,11444385,27858,151307,,,,45.66,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Three Cheese  (Spencer Grill),Sandwich,Sandwich,Sandwich,48242,12,48242,12,48242,12,0.56,0.56,0.56,7/29/2012 0:00,9106,11444386,22320,151307,,,,59.08,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Swiss Gobbler (Spencer Grill),Sandwich,Sandwich,Sandwich,48256,0,48256,0,48256,0,1,1,1,7/29/2012 0:00,9109,11444387,22323,151307,,,,85.92,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Florentine Panini,Sandwich,Sandwich,Sandwich,58238,12,58238,12,58238,12,1.22,1.22,1.22,7/29/2012 0:00,11517,11444388,27850,151307,,,,139.6,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Kid @ Heart (Spencer Grill),Sandwich,Sandwich,Sandwich,48264,0,48264,0,48264,0,0.72,0.72,0.72,7/29/2012 0:00,9111,11444389,22325,151307,,,,246.97,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Club Panini (Spencer Grill),Sandwich,Sandwich,Sandwich,58241,0,58241,0,58241,0,0.97,0.97,0.97,7/29/2012 0:00,11519,11444390,27856,151307,,,,461.71,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Muffaletta Panini (Spencer),Sandwich,Sandwich,Sandwich,58245,0,58245,0,58245,0,0.92,0.92,0.92,7/29/2012 0:00,11520,11444391,27857,151307,,,,891.18,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken (Spencer Grill),Sandwich,Sandwich,Sandwich,48267,20,48267,20,48267,20,0.9,0.9,0.9,7/29/2012 0:00,9112,11444436,22326,151307,,,,1750.12,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken Parmesan (SG),Sandwich,Sandwich,Sandwich,58221,20,58221,20,58221,20,0.97,0.97,0.97,7/29/2012 0:00,11513,11444440,27842,151307,,,,1875.06,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Veggie (SPENCER GRILL-7 INCH) (OL),Pizza,Pizza,Pizza,45150,8,45150,8,45150,8,1.09,1.09,1.09,7/29/2012 0:00,8388,11444416,21433,151307,,,,2000,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Cheese (SPENCER GRILL-7 INCH) (OL),Pizza,Pizza,Pizza,45139,8,45139,8,45139,8,1.01,1.01,1.01,7/29/2012 0:00,8386,11444401,21429,151307,,,,3000,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Beef  (SPENCER GRILL- 7 INCH),Pizza,Pizza,Pizza,48211,4,48211,4,48211,4,1.19,1.19,1.19,7/29/2012 0:00,9096,11444414,22310,151307,,,,3750,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Pepperoni  (SPENCER GRILL-7 INCH),Pizza,Pizza,Pizza,45155,15,45155,15,45155,15,0.99,0.99,0.99,7/29/2012 0:00,8389,11444405,21434,151307,,,,4000,2,101,1,101,1,101,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Rolls Ciabatta   (For Spencer)  (V),Roll,Roll,Roll,58107,0,58107,0,58107,0,0.07,0.07,0.07,7/29/2012 0:00,11490,11444392,27802,151307,,,,0.99,7,101,1,101,1,101,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Bread French Wheat Mini (Spencer Grill),Loaf,Loaf,Loaf,48230,6,48230,6,48230,6,0.5,0.5,0.5,7/29/2012 0:00,9103,11444417,22317,151307,,,,0.99,7,101,1,101,1,101,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Bread French White Mini (Spencer Grill),Loaf,Loaf,Loaf,48227,4,48227,4,48227,4,0.47,0.47,0.47,7/29/2012 0:00,9102,11444438,22316,151307,,,,0.99,7,101,1,101,1,101,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,RICE KRISPIE BARS,(4 X 6 Cut),(4 X 6 Cut),(4 X 6 Cut),60438,24,60438,24,60438,24,0.6,0.6,0.6,7/29/2012 0:00,3759,11444439,3759,151307,,,,2500.49,8,101,1,101,1,101,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,Cookies Big Monster w/Peanut Butter,Big Cookie,Big Cookie,Big Cookie,58256,15,58256,15,58256,15,0.47,0.47,0.47,7/29/2012 0:00,11522,11444427,27861,151307,,,,3750.24,8,101,1,101,1,101,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,Cookies Big Chocolate Chip,Big Cookies,Big Cookies,Big Cookies,45046,50,45046,50,45046,50,0.38,0.38,0.38,7/29/2012 0:00,8358,11444418,21389,151307,,,,5000,8,101,1,101,1,101,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,OL*CHOCOLATE CHIP COOKIES,Dozen,Dozen,Dozen,3484,2,3484,2,3484,2,1.07,1.07,1.07,7/29/2012 0:00,3730,11444420,3730,151307,,,,6000,8,101,1,101,1,101,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,100,BREAKFAST,100,100,100,BREAKFAST PASTRY,Carrot & Raisin Bran Muffin w/Honey,(1 Muffin),(1 Muffin),(1 Muffin),67051,,67051,,67051,,0.21,0.21,0.21,7/30/2012 0:00,13800,11445308,32980,151322,,,,0.5,40,579,100,579,100,579,100,,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Vegetable Cup w/Ranch Dressing,Vegetable Cup,Vegetable Cup,Vegetable Cup,70116,10,70116,10,70116,10,0.62,0.62,0.62,7/30/2012 0:00,14513,11444505,34917,151308,,,,1.01,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Turkey Burger (Spencer),10 Oz Burger,10 Oz Burger,10 Oz Burger,67125,,67125,,67125,,1.8,1.8,1.8,7/30/2012 0:00,13820,11444473,33012,151308,,,,1.01,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Nachos  (Spencer),Serving,Serving,Serving,67039,10,67039,10,67039,10,1.94,1.94,1.94,7/30/2012 0:00,13797,11444496,32977,151308,,,,1.01,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Veggie Nachos (Spencer),Serving,Serving,Serving,67032,0,67032,0,67032,0,2.16,2.16,2.16,7/30/2012 0:00,13795,11444499,32975,151308,,,,1.02,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Nachos Supreme  (Spencer),Serving,Serving,Serving,67029,0,67029,0,67029,0,2.41,2.41,2.41,7/30/2012 0:00,13794,11444466,32962,151308,,,,1.02,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Potatoes French Fried  (Spencer),(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),67120,20,67120,20,67120,20,0.23,0.23,0.23,7/30/2012 0:00,13818,11444471,33009,151308,,,,1.03,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA BEEF (SPENCER-16 INCH),Pizza,Pizza,Pizza,63700,0,63700,0,63700,0,4.59,4.59,4.59,7/30/2012 0:00,12916,11444476,31183,151308,,,,1.04,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA CHEESE (SPENCER-16 INCH)   (OL)  ,Pizza,Pizza,Pizza,63680,0,63680,0,63680,0,2.81,2.81,2.81,7/30/2012 0:00,12914,11444464,31178,151308,,,,1.07,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA PEPPERONI  (SPENCER-16 INCH)   ,Pizza,Pizza,Pizza,63691,0,63691,0,63691,0,3.03,3.03,3.03,7/30/2012 0:00,12915,11444461,31180,151308,,,,1.13,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA VEGETABLE (SPENCER-16 INCH)  (OL),Pizza,Pizza,Pizza,63703,0,63703,0,63703,0,3.81,3.81,3.81,7/30/2012 0:00,12917,11444470,31185,151308,,,,1.25,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,OL*Garden Vegetable w/Pasta,(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),68415,0,68415,0,68415,0,0.3,0.3,0.3,7/30/2012 0:00,14129,11444486,33670,151308,,,,1.43,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Yogurt Parfait w/Nuts,Yogurt Parfait,Yogurt Parfait,Yogurt Parfait,59094,20,59094,20,59094,20,0.67,0.67,0.67,7/30/2012 0:00,11758,11444469,28443,151308,,,,1.5,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Pepper Jack Cheese (Spencer),Quesadilla,Quesadilla,Quesadilla,55401,0,55401,0,55401,0,0.4,0.4,0.4,7/30/2012 0:00,10899,11444457,26193,151308,,,,4.91,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Chicken & Pepper Jack Spencer,Quesadilla,Quesadilla,Quesadilla,55407,20,55407,20,55407,20,0.63,0.63,0.63,7/30/2012 0:00,10900,11444498,26194,151308,,,,8.82,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Hummus (Spencer),Quesadilla,Quesadilla,Quesadilla,58216,0,58216,0,58216,0,0.62,0.62,0.62,7/30/2012 0:00,11512,11444455,27841,151308,,,,12.72,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Beef Burger (Spencer Grill),Sandwich,Sandwich,Sandwich,53388,8,53388,8,53388,8,1.01,1.01,1.01,7/30/2012 0:00,10455,11444489,25199,151308,,,,16.62,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Black Bean Burger (Spencer),Sandwich,Sandwich,Sandwich,53390,10,53390,10,53390,10,1.36,1.36,1.36,7/30/2012 0:00,10456,11444488,25200,151308,,,,32.24,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Wake Up Panini,Sandwich,Sandwich,Sandwich,58235,0,58235,0,58235,0,0.67,0.67,0.67,7/30/2012 0:00,11516,11444443,27849,151308,,,,35.59,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich The Iowan (Spencer Grill),Sandwich,Sandwich,Sandwich,48248,0,48248,0,48248,0,1.14,1.14,1.14,7/30/2012 0:00,9107,11444444,22321,151308,,,,38.95,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Uniquely Vegan (Spencer),Sandwich,Sandwich,Sandwich,58247,0,58247,0,58247,0,0.87,0.87,0.87,7/30/2012 0:00,11521,11444445,27858,151308,,,,45.66,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Three Cheese  (Spencer Grill),Sandwich,Sandwich,Sandwich,48242,12,48242,12,48242,12,0.56,0.56,0.56,7/30/2012 0:00,9106,11444446,22320,151308,,,,59.08,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Swiss Gobbler (Spencer Grill),Sandwich,Sandwich,Sandwich,48256,0,48256,0,48256,0,1,1,1,7/30/2012 0:00,9109,11444447,22323,151308,,,,85.92,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Florentine Panini,Sandwich,Sandwich,Sandwich,58238,12,58238,12,58238,12,1.22,1.22,1.22,7/30/2012 0:00,11517,11444448,27850,151308,,,,139.6,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Kid @ Heart (Spencer Grill),Sandwich,Sandwich,Sandwich,48264,0,48264,0,48264,0,0.72,0.72,0.72,7/30/2012 0:00,9111,11444449,22325,151308,,,,246.97,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Club Panini (Spencer Grill),Sandwich,Sandwich,Sandwich,58241,0,58241,0,58241,0,0.97,0.97,0.97,7/30/2012 0:00,11519,11444450,27856,151308,,,,461.71,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Muffaletta Panini (Spencer),Sandwich,Sandwich,Sandwich,58245,0,58245,0,58245,0,0.92,0.92,0.92,7/30/2012 0:00,11520,11444451,27857,151308,,,,891.18,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken (Spencer Grill),Sandwich,Sandwich,Sandwich,48267,20,48267,20,48267,20,0.9,0.9,0.9,7/30/2012 0:00,9112,11444485,22326,151308,,,,1750.12,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken Parmesan (SG),Sandwich,Sandwich,Sandwich,58221,20,58221,20,58221,20,0.97,0.97,0.97,7/30/2012 0:00,11513,11444477,27842,151308,,,,1875.06,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Veggie (SPENCER GRILL-7 INCH) (OL),Pizza,Pizza,Pizza,45150,8,45150,8,45150,8,1.09,1.09,1.09,7/30/2012 0:00,8388,11444493,21433,151308,,,,2000,2,579,1,579,1,579,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
